 name:     cobalt                                                 Feff 8.10
 formula:  Co
 sites:    Co1
 refer1:   Kittel, ISSP
 refer2:
 schoen:
 notes1:   metal, hexagonal close packed (hcp)
 Abs   Z=27 Rmt= 1.331 Rnm= 1.367 K  shell
 Pot 1 Z=27 Rmt= 1.340 Rnm= 1.378
  1.500  3.0067E+00  9.0969E-02 -1.1400E+01  1.021E+00  2.0839E+01  2.5520E+00
  1.600  2.9857E+00  8.6907E-02 -1.1839E+01  1.024E+00  2.0180E+01  2.6127E+00
  1.700  2.9619E+00  8.1877E-02 -1.2247E+01  1.027E+00  1.9478E+01  2.6765E+00
  1.800  2.9346E+00  7.5935E-02 -1.2622E+01  1.031E+00  1.8760E+01  2.7435E+00
  1.900  2.9037E+00  6.9153E-02 -1.2962E+01  1.036E+00  1.8052E+01  2.8138E+00
  2.000  2.8686E+00  6.1624E-02 -1.3267E+01  1.040E+00  1.7379E+01  2.8872E+00
  2.200  2.7839E+00  4.4836E-02 -1.3751E+01  1.049E+00  1.6232E+01  3.0443E+00
  2.400  2.6623E+00  2.4541E-02 -1.3997E+01  1.053E+00  1.5489E+01  3.2233E+00
  2.600  2.5291E+00  1.1805E-02 -1.4555E+01  1.172E+00  8.7842E+00  3.4088E+00
  2.800  2.5136E+00  3.6293E-03 -1.6034E+01  1.233E+00  6.9771E+00  3.5460E+00
  3.000  2.4977E+00  1.1239E-02 -1.8230E+01  1.258E+00  6.2547E+00  3.6802E+00
  3.200  2.4546E+00  2.5344E-02 -1.8769E+01  1.265E+00  5.9093E+00  3.8247E+00
  3.400  2.3970E+00  4.3206E-02 -1.9150E+01  1.257E+00  5.7571E+00  3.9750E+00
  3.600  2.3299E+00  6.6198E-02 -1.9452E+01  1.248E+00  5.7171E+00  4.1304E+00
  3.800  2.2549E+00  9.4049E-02 -1.9729E+01  1.231E+00  5.7502E+00  4.2905E+00
  4.000  2.1740E+00  1.2657E-01 -1.9988E+01  1.215E+00  5.8351E+00  4.4547E+00
  4.200  2.0897E+00  1.6149E-01 -2.0232E+01  1.197E+00  5.9588E+00  4.6226E+00
  4.400  2.0023E+00  1.9691E-01 -2.0460E+01  1.179E+00  6.1132E+00  4.7938E+00
  4.600  1.9127E+00  2.3208E-01 -2.0679E+01  1.163E+00  6.2924E+00  4.9678E+00
  4.800  1.8227E+00  2.6412E-01 -2.0880E+01  1.147E+00  6.4927E+00  5.1444E+00
  5.000  1.7321E+00  2.9367E-01 -2.1071E+01  1.132E+00  6.7111E+00  5.3233E+00
  5.200  1.6415E+00  3.1988E-01 -2.1254E+01  1.117E+00  6.9454E+00  5.5041E+00
  5.400  1.5511E+00  3.4157E-01 -2.1423E+01  1.104E+00  7.1939E+00  5.6867E+00
  5.600  1.4606E+00  3.5914E-01 -2.1584E+01  1.091E+00  7.4552E+00  5.8709E+00
  5.800  1.3707E+00  3.7199E-01 -2.1736E+01  1.078E+00  7.7284E+00  6.0564E+00
  6.000  1.2812E+00  3.8045E-01 -2.1882E+01  1.068E+00  8.0124E+00  6.2432E+00
  6.500  1.0604E+00  3.8034E-01 -2.2219E+01  1.043E+00  8.7656E+00  6.7148E+00
  7.000  8.4598E-01  3.5762E-01 -2.2531E+01  1.025E+00  9.5741E+00  7.1916E+00
  7.500  6.4023E-01  3.2275E-01 -2.2825E+01  1.010E+00  1.0432E+01  7.6724E+00
  8.000  4.4415E-01  2.8334E-01 -2.3106E+01  9.979E-01  1.1335E+01  8.1564E+00
  8.500  2.5766E-01  2.4255E-01 -2.3379E+01  9.867E-01  1.2280E+01  8.6428E+00
  9.000  7.7679E-02  2.0334E-01 -2.3654E+01  9.747E-01  1.3265E+01  9.1312E+00
  9.500 -9.8462E-02  1.6901E-01 -2.3931E+01  9.625E-01  1.4287E+01  9.6212E+00
 10.000 -2.6987E-01  1.4045E-01 -2.4204E+01  9.530E-01  1.5345E+01  1.0113E+01
 11.000 -5.9365E-01  9.7399E-02 -2.4733E+01  9.403E-01  1.7563E+01  1.1098E+01
 12.000 -8.9291E-01  6.7562E-02 -2.5245E+01  9.325E-01  1.9910E+01  1.2087E+01
 13.000 -1.1686E+00  4.7836E-02 -2.5737E+01  9.286E-01  2.2379E+01  1.3078E+01
 14.000 -1.4232E+00  3.4273E-02 -2.6213E+01  9.269E-01  2.4964E+01  1.4070E+01
 15.000 -1.6596E+00  2.4963E-02 -2.6668E+01  9.263E-01  2.7659E+01  1.5064E+01
 16.000 -1.8785E+00  1.8523E-02 -2.7104E+01  9.269E-01  3.0460E+01  1.6059E+01
 17.000 -2.0830E+00  1.3890E-02 -2.7524E+01  9.277E-01  3.3363E+01  1.7054E+01
 18.000 -2.2735E+00  1.0594E-02 -2.7920E+01  9.289E-01  3.6365E+01  1.8051E+01
 19.000 -2.4516E+00  8.2427E-03 -2.8308E+01  9.303E-01  3.9463E+01  1.9047E+01
 20.000 -2.6190E+00  6.5018E-03 -2.8676E+01  9.314E-01  4.2652E+01  2.0044E+01
