 name:     iron                                                   Feff 8.20
 formula:  Fe
 sites:    Fe1
 refer1:   Kittel, ISSP
 refer2:
 schoen:
 notes1:   metal, bcc
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=26 Rmt= 1.347 Rnm= 1.395 K  shell
 Pot 1 Z=26 Rmt= 1.358 Rnm= 1.408
  1.700  2.8850E+00  3.0141E-02 -1.1779E+01  1.068E+00  6.7607E+00  2.6560E+00
  1.800  2.8546E+00  2.5111E-02 -1.2154E+01  1.073E+00  6.7774E+00  2.7237E+00
  1.900  2.8202E+00  2.0351E-02 -1.2481E+01  1.079E+00  6.7886E+00  2.7948E+00
  2.000  2.7815E+00  1.6010E-02 -1.2749E+01  1.085E+00  6.7975E+00  2.8691E+00
  2.200  2.6889E+00  9.3009E-03 -1.3066E+01  1.095E+00  6.8278E+00  3.0283E+00
  2.400  2.5520E+00  5.7351E-03 -1.3060E+01  1.096E+00  6.9286E+00  3.2129E+00
  2.600  2.4317E+00  8.2929E-03 -1.3459E+01  1.240E+00  5.0938E+00  3.3918E+00
  2.800  2.4193E+00  1.4398E-02 -1.4110E+01  1.292E+00  4.5581E+00  3.5259E+00
  3.000  2.3939E+00  2.5805E-02 -1.4841E+01  1.314E+00  4.3101E+00  3.6622E+00
  3.200  2.3447E+00  4.4875E-02 -1.5495E+01  1.320E+00  4.2069E+00  3.8076E+00
  3.400  2.2818E+00  7.3000E-02 -1.6085E+01  1.307E+00  4.1856E+00  3.9586E+00
  3.600  2.2098E+00  1.1266E-01 -1.6577E+01  1.295E+00  4.2168E+00  4.1147E+00
  3.800  2.1308E+00  1.5963E-01 -1.7005E+01  1.273E+00  4.2845E+00  4.2755E+00
  4.000  2.0462E+00  2.1373E-01 -1.7377E+01  1.253E+00  4.3795E+00  4.4403E+00
  4.200  1.9585E+00  2.6962E-01 -1.7704E+01  1.232E+00  4.4957E+00  4.6088E+00
  4.400  1.8686E+00  3.2330E-01 -1.7992E+01  1.211E+00  4.6292E+00  4.7805E+00
  4.600  1.7765E+00  3.7466E-01 -1.8261E+01  1.192E+00  4.7770E+00  4.9551E+00
  4.800  1.6842E+00  4.1856E-01 -1.8500E+01  1.173E+00  4.9371E+00  5.1322E+00
  5.000  1.5918E+00  4.5689E-01 -1.8724E+01  1.156E+00  5.1079E+00  5.3115E+00
  5.200  1.4993E+00  4.8777E-01 -1.8935E+01  1.139E+00  5.2881E+00  5.4928E+00
  5.400  1.4072E+00  5.0964E-01 -1.9131E+01  1.124E+00  5.4768E+00  5.6758E+00
  5.600  1.3152E+00  5.2249E-01 -1.9317E+01  1.110E+00  5.6730E+00  5.8604E+00
  5.800  1.2237E+00  5.2552E-01 -1.9495E+01  1.097E+00  5.8762E+00  6.0463E+00
  6.000  1.1327E+00  5.2036E-01 -1.9666E+01  1.085E+00  6.0857E+00  6.2335E+00
  6.500  9.0857E-01  4.6936E-01 -2.0068E+01  1.059E+00  6.6346E+00  6.7058E+00
  7.000  6.9179E-01  3.9123E-01 -2.0449E+01  1.038E+00  7.2149E+00  7.1833E+00
  7.500  4.8515E-01  3.1174E-01 -2.0819E+01  1.021E+00  7.8226E+00  7.6648E+00
  8.000  2.8944E-01  2.4078E-01 -2.1185E+01  1.007E+00  8.4546E+00  8.1493E+00
  8.500  1.0193E-01  1.7988E-01 -2.1555E+01  9.926E-01  9.1085E+00  8.6362E+00
  9.000 -8.1956E-02  1.3127E-01 -2.1937E+01  9.774E-01  9.7826E+00  9.1250E+00
  9.500 -2.6213E-01  9.5393E-02 -2.2325E+01  9.649E-01  1.0475E+01  9.6154E+00
 10.000 -4.3562E-01  7.0037E-02 -2.2710E+01  9.553E-01  1.1185E+01  1.0107E+01
 11.000 -7.6014E-01  3.8267E-02 -2.3468E+01  9.431E-01  1.2653E+01  1.1093E+01
 12.000 -1.0594E+00  2.1113E-02 -2.4215E+01  9.355E-01  1.4178E+01  1.2082E+01
 13.000 -1.3345E+00  1.2277E-02 -2.4929E+01  9.316E-01  1.5756E+01  1.3074E+01
 14.000 -1.5878E+00  7.3367E-03 -2.5635E+01  9.298E-01  1.7381E+01  1.4067E+01
 15.000 -1.8230E+00  4.6824E-03 -2.6304E+01  9.290E-01  1.9051E+01  1.5061E+01
 16.000 -2.0401E+00  3.0724E-03 -2.7115E+01  9.295E-01  2.0760E+01  1.6056E+01
 17.000 -2.2429E+00  1.0860E-03 -2.7985E+01  9.301E-01  2.2508E+01  1.7051E+01
 18.000 -2.4316E+00  8.3511E-04 -2.6583E+01  9.311E-01  2.4291E+01  1.8048E+01
 19.000 -2.6077E+00  2.2875E-03 -2.7304E+01  9.322E-01  2.6106E+01  1.9045E+01
 20.000 -2.7733E+00  3.6738E-03 -2.8269E+01  9.328E-01  2.7953E+01  2.0042E+01
